file,relative_path,defect_type,y_true,true_status,anomaly_score,threshold,y_pred,pred_status,correct
017.png,test/hole/017.png,hole,1,anomaly,0.0008818981,0.00078632194,1,anomaly,True
000.png,test/print/000.png,print,1,anomaly,0.0032217212,0.00078632194,1,anomaly,True
001.png,test/print/001.png,print,1,anomaly,0.0022249133,0.00078632194,1,anomaly,True
002.png,test/print/002.png,print,1,anomaly,0.0030092192,0.00078632194,1,anomaly,True
003.png,test/print/003.png,print,1,anomaly,0.0007815062,0.00078632194,0,normal,False
004.png,test/print/004.png,print,1,anomaly,0.0030692052,0.00078632194,1,anomaly,True
005.png,test/print/005.png,print,1,anomaly,0.0012587301,0.00078632194,1,anomaly,True
006.png,test/print/006.png,print,1,anomaly,0.0029969318,0.00078632194,1,anomaly,True
007.png,test/print/007.png,print,1,anomaly,0.0015014224,0.00078632194,1,anomaly,True
008.png,test/print/008.png,print,1,anomaly,0.0045775687,0.00078632194,1,anomaly,True
009.png,test/print/009.png,print,1,anomaly,0.0011172004,0.00078632194,1,anomaly,True
010.png,test/print/010.png,print,1,anomaly,0.002878617,0.00078632194,1,anomaly,True
011.png,test/print/011.png,print,1,anomaly,0.0027561039,0.00078632194,1,anomaly,True
012.png,test/print/012.png,print,1,anomaly,0.0017446908,0.00078632194,1,anomaly,True
013.png,test/print/013.png,print,1,anomaly,0.00078484043,0.00078632194,0,normal,False
014.png,test/print/014.png,print,1,anomaly,0.0013555266,0.00078632194,1,anomaly,True
015.png,test/print/015.png,print,1,anomaly,0.0006568526,0.00078632194,0,normal,False
016.png,test/print/016.png,print,1,anomaly,0.0025984896,0.00078632194,1,anomaly,True
